"property_id";"location_id";"page_url";"property_type";"price";"location";"city";"province_name";"latitude";"longitude";"baths";"area";"purpose";"bedrooms";"date_added";"agency";"agent"
4304977;1446;"https://www.zameen.com/Property/dha_defence_dha_phase_4_house_for_sale_in_dha_phase_4-4304977-1446-1.html";"House";35000000;"DHA Defence";"Lahore";"Punjab";31.465422;74.385309;6;"1 Kanal";"For Sale";5;"06-26-2019";"Vital Estate";"Shahbaz Mughal"
4307496;1784;"https://www.zameen.com/Property/bahria_town_bahria_town_sector_c_vip_class_10_marla_brand_new_house_for_sale_in_bahria_town_lahore_in_sector_c-4307496-1784-1.html";"House";17500000;"Bahria Town";"Lahore";"Punjab";31.374195;74.191482;6;"10 Marla";"For Sale";5;"05-03-2019";"";""
4339824;1610;"https://www.zameen.com/Property/dha_phase_6_dha_phase_6_block_a_1_kanal_out_standing_bungalow_for_sale-4339824-1610-1.html";"House";52500000;"DHA Defence";"Lahore";"Punjab";31.466227;74.440012;6;"1 Kanal";"For Sale";5;"06-25-2019";"Vital Estate";"Shahbaz Mughal"
4352352;3824;"https://www.zameen.com/Property/gulberg_gulberg_3_12_marla_house_for_sale_near_to_jail_road__gulberg_lahore-4352352-3824-1.html";"House";35000000;"Gulberg";"Lahore";"Punjab";31.505678;74.348202;8;"12 Marla";"For Sale";5;"05-03-2019";"Hamza Real Estate";"Imran Shahad"
4375535;9433;"https://www.zameen.com/Property/askari_10_askari_10_sector_b_10_marla_grid_design_house_for_sale-4375535-9433-1.html";"House";22500000;"Askari";"Lahore";"Punjab";31.537458;74.413323;5;"10 Marla";"For Sale";5;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4375549;9435;"https://www.zameen.com/Property/askari_10_askari_10_sector_d_10_marla_grid_design_available_for_sale-4375549-9435-1.html";"House";22500000;"Askari";"Lahore";"Punjab";31.574430554518;74.443696327507;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4375556;9434;"https://www.zameen.com/Property/askari_10_askari_10_sector_c_10_marla_rdi_design_house_for_sale-4375556-9434-1.html";"House";23500000;"Askari";"Lahore";"Punjab";31.717278715535;74.455991908908;4;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4393127;3529;"https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_neelam_block_triple_storey_house_is_available_for_sale-4393127-3529-1.html";"House";15500000;"Allama Iqbal Town";"Lahore";"Punjab";31.521703;74.298978;5;"8.2 Marla";"For Sale";5;"07-03-2019";"Rana Estate Agency";"Rana Junaid"
4498537;10542;"https://www.zameen.com/Property/askari_10_askari_10_sector_f_17_marla_brand_new_house_available_for_sale-4498537-10542-1.html";"House";37000000;"Askari";"Lahore";"Punjab";31.533849;74.409633;5;"17 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4498557;9436;"https://www.zameen.com/Property/askari_10_askari_10_sector_e_12_marla_corner_rdi_design_available_for_sale-4498557-9436-1.html";"House";28000000;"Askari";"Lahore";"Punjab";31.536068;74.408666;4;"12 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4498560;9434;"https://www.zameen.com/Property/askari_10_askari_10_sector_c_10_marla_house_with_basement_available_for_sale-4498560-9434-1.html";"House";23500000;"Askari";"Lahore";"Punjab";31.53327;74.41358;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4498562;9434;"https://www.zameen.com/Property/askari_10_askari_10_sector_c_10_marla_tipu_design_house_is_available_for_sale-4498562-9434-1.html";"House";22000000;"Askari";"Lahore";"Punjab";31.53327;74.41358;6;"10 Marla";"For Sale";5;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4498563;9433;"https://www.zameen.com/Property/askari_10_askari_10_sector_b_10_marla_integrated_design_house_available_for_sale-4498563-9433-1.html";"House";22000000;"Askari";"Lahore";"Punjab";31.537458;74.413323;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4498564;9432;"https://www.zameen.com/Property/askari_10_askari_10_sector_a_10_marla_integrated_design_available_for_sale-4498564-9432-1.html";"House";21500000;"Askari";"Lahore";"Punjab";31.537239;74.420211;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4498565;9435;"https://www.zameen.com/Property/askari_10_askari_10_sector_d_10_marla_integrated_design_house_available_for_sale-4498565-9435-1.html";"House";22500000;"Askari";"Lahore";"Punjab";31.533161;74.419481;5;"10 Marla";"For Sale";4;"06-18-2019";"Forces Properties";"Khalid Saeed Khan"
4536731;3811;"https://www.zameen.com/Property/gulberg_2_gulberg_2_block_b_semi_commercial_house_is_available_for_sale-4536731-3811-1.html";"House";60000000;"Gulberg";"Lahore";"Punjab";31.521776;74.343538;0;"1 Kanal";"For Sale";0;"04-03-2019";"Punjaab Estates";"Irfan Rehman Khan"
4536854;3852;"https://www.zameen.com/Property/gulberg_main_boulevard_gulberg_commercialized_piece_of_property_house_for_sale-4536854-3852-1.html";"House";1200000000;"Gulberg";"Lahore";"Punjab";31.519435;74.345548;0;"8 Kanal";"For Sale";0;"04-04-2019";"Punjaab Estates";"Irfan Rehman Khan"
4557799;3850;"https://www.zameen.com/Property/gulberg_mm_alam_road_shopping_paradise_of_lahore_house_for_sale-4557799-3850-1.html";"House";380000000;"Gulberg";"Lahore";"Punjab";31.510471;74.350526;0;"2 Kanal";"For Sale";0;"05-03-2019";"Punjaab Estates";"Irfan Rehman Khan"
4560911;496;"https://www.zameen.com/Property/mozang_mozang_chungi_al_qader_center_ground_floor_new_apartment_for_sale-4560911-496-1.html";"Flat";3200000;"Mozang";"Lahore";"Punjab";31.54913520813;74.315116882324;2;"3 Marla";"For Sale";2;"07-03-2019";"";""
4570988;1447;"https://www.zameen.com/Property/dha_defence_dha_phase_5_original_faisal_rasool_brand_new_classical_bungalow-4570988-1447-1.html";"House";59800000;"DHA Defence";"Lahore";"Punjab";31.462493;74.409342;7;"1 Kanal";"For Sale";6;"05-03-2019";"Harum Real Estate & Builders";"Tayyab Khurshad"
4677101;8172;"https://www.zameen.com/Property/dha_defence_defence_raya_dha_raya_2_kanal_facing_golf_course_fully_basement_house_for_sale-4677101-8172-1.html";"House";66000000;"DHA Defence";"Lahore";"Punjab";31.469155;74.470553;6;"2 Kanal";"For Sale";6;"06-25-2019";"Vital Estate";"Shahbaz Mughal"
4747413;154;"https://www.zameen.com/Property/gulberg_zafar_ali_road_6_kanal_house_for_sale_on_zafar_ali_road_mall_road_upper_mall_lahore_excellent_location-4747413-154-1.html";"House";360000000;"Gulberg";"Lahore";"Punjab";31.53842;74.352357;7;"10 Kanal";"For Sale";5;"06-30-2019";"Hamza Real Estate";"Imran Shahad"
4907568;514;"https://www.zameen.com/Property/lahore_upper_mall_4_kanal__house_for_sale_upper_mall_lahore-4907568-514-1.html";"House";160000000;"Upper Mall";"Lahore";"Punjab";31.542114;74.355898;6;"1 Kanal";"For Sale";5;"01-18-2019";"Hamza Real Estate";"Imran Shahad"
4940629;8;"https://www.zameen.com/Property/lahore_model_town_3_marla_house_for_sale-4940629-8-1.html";"House";8000000;"Model Town";"Lahore";"Punjab";31.473883882339;74.329080193659;3;"3 Marla";"For Sale";2;"07-03-2019";"";""
4951451;7;"https://www.zameen.com/Property/lahore_gulberg_blue_zone_house_for_sale-4951451-7-1.html";"House";480000000;"Gulberg";"Lahore";"Punjab";31.522361;74.347172;0;"4 Kanal";"For Sale";0;"05-03-2019";"Punjaab Estates";"Irfan Rehman Khan"
5019310;1534;"https://www.zameen.com/Property/garden_town_garden_town_ahmed_block_purely_residential_apartments_for_sale-5019310-1534-1.html";"Flat";22500000;"Garden Town";"Lahore";"Punjab";31.5078;74.318733;0;"7 Marla";"For Sale";0;"04-03-2019";"Punjaab Estates";"Irfan Rehman Khan"
5028601;10139;"https://www.zameen.com/Property/lahore_sultan_pura_7_marla_house_for_sale-5028601-10139-1.html";"House";17000000;"Sultan Pura";"Lahore";"Punjab";31.581615;74.341853;4;"7 Marla";"For Sale";5;"01-04-2019";"";""
5042102;1447;"https://www.zameen.com/Property/dha_defence_dha_phase_5_1_kanal_fully_designer_dream_palace_near_jalal_sons_heart_of_phase_5-5042102-1447-1.html";"House";59500000;"DHA Defence";"Lahore";"Punjab";31.462493;74.409342;6;"1 Kanal";"For Sale";5;"06-18-2019";"Harum Real Estate & Builders";"Tayyab Khurshad"
5042734;1448;"https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_fully_designer_bungalow__designed_by_mazhar_muneer-5042734-1448-1.html";"House";39500000;"DHA Defence";"Lahore";"Punjab";31.471571;74.445906;7;"1 Kanal";"For Sale";5;"02-03-2019";"Harum Real Estate & Builders";"Rashid Yaqoob"
5122106;8337;"https://www.zameen.com/Property/gulberg_canal_park_house_is_available_for_sale_gulberg-5122106-8337-1.html";"House";16500000;"Gulberg";"Lahore";"Punjab";31.525956;74.342206;4;"5 Marla";"For Sale";4;"02-03-2019";"";""
5174345;3556;"https://www.zameen.com/Property/askari_askari_1_flat_for_sale_in_askari_1_lahore_cantt-5174345-3556-1.html";"Flat";13000000;"Askari";"Lahore";"Punjab";31.544308;74.383832;3;"10.1 Marla";"For Sale";3;"06-18-2019";"Corporate Realtors";"Abdul Basit"
5207423;4164;"https://www.zameen.com/Property/sabzazar_scheme_sabzazar_scheme_block_a_1_kanal_semi_commercial_house_at_main_boulevard-5207423-4164-1.html";"House";60000000;"Sabzazar Scheme";"Lahore";"Punjab";31.521557;74.261012;0;"1 Kanal";"For Sale";0;"12-05-2018";"";""
5222437;1534;"https://www.zameen.com/Property/garden_town_garden_town_ahmed_block_huge_bungalow_for_sale-5222437-1534-1.html";"House";175000000;"Garden Town";"Lahore";"Punjab";31.5078;74.318733;0;"4.4 Kanal";"For Sale";0;"05-03-2019";"Punjaab Estates";"Irfan Rehman Khan"
5248798;1447;"https://www.zameen.com/Property/dha_defence_dha_phase_5_1_kanal_lawn_1_kanal_spanish_house_with_full_basement-5248798-1447-1.html";"House";110000000;"DHA Defence";"Lahore";"Punjab";31.462493;74.409342;6;"2 Kanal";"For Sale";6;"02-03-2019";"Harum Real Estate & Builders";"Ahmad sheikh"
5254741;1612;"https://www.zameen.com/Property/dha_phase_6_dha_phase_6_block_c_vital_estate_3_months_used_bungalow_for_sale-5254741-1612-1.html";"House";47000000;"DHA Defence";"Lahore";"Punjab";31.466007;74.448338;6;"1 Kanal";"For Sale";5;"06-25-2019";"Vital Estate";"Shahbaz Mughal"
5270691;3102;"https://www.zameen.com/Property/gulberg_paf_falcon_complex_1_kanal_house_for_sale-5270691-3102-1.html";"House";54000000;"Gulberg";"Lahore";"Punjab";31.495909;74.350569;6;"1 Kanal";"For Sale";5;"06-04-2019";"MATZ Services";"Group Captain (R) Tajammul Baig"
5270708;3102;"https://www.zameen.com/Property/gulberg_paf_falcon_complex_1_kanal_house_for_sale-5270708-3102-1.html";"House";53500000;"Gulberg";"Lahore";"Punjab";31.495909;74.350569;6;"1 Kanal";"For Sale";5;"06-04-2019";"MATZ Services";"Group Captain (R) Tajammul Baig"
5270731;3102;"https://www.zameen.com/Property/gulberg_paf_falcon_complex_14_marla_house_for_sale-5270731-3102-1.html";"House";34500000;"Gulberg";"Lahore";"Punjab";31.495909;74.350569;5;"14 Marla";"For Sale";4;"06-02-2019";"MATZ Services";"Group Captain (R) Tajammul Baig"
5271225;1447;"https://www.zameen.com/Property/dha_defence_dha_phase_5_full_basement_1_kanal_most_beautiful_bungalow_is_available_for_sale-5271225-1447-1.html";"House";57500000;"DHA Defence";"Lahore";"Punjab";31.462493;74.409342;7;"1 Kanal";"For Sale";6;"04-03-2019";"Harum Real Estate & Builders";"Gohar Ali"
5292644;427;"https://www.zameen.com/Property/lahore_cantt_15_marla_house_for_sale_in_main_cantt-5292644-427-1.html";"House";45000000;"Cantt";"Lahore";"Punjab";31.5288;74.39312;4;"15 Marla";"For Sale";3;"06-18-2019";"Corporate Realtors";"Mohsin Shahzaib"
5293822;3598;"https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_meadows_villas_meadows_villas_for_sale_in_sector_b_bahria_town_lahore-5293822-3598-1.html";"House";45000000;"Bahria Town";"Lahore";"Punjab";31.388758;74.185073;4;"1.7 Kanal";"For Sale";5;"06-02-2019";"The Property Edge";"Yasir Sheikh"
5299655;4237;"https://www.zameen.com/Property/t_t_aabpara_housing_society_t_t_aabpara_housing_society_block_a_1_kanal_double_storey_house_for_sale-5299655-4237-1.html";"House";30000000;"T & T Aabpara Housing Society";"Lahore";"Punjab";31.413758;74.239726;6;"1 Kanal";"For Sale";5;"06-19-2019";"";""
5310719;1448;"https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_royal_class_palace_in_dha_phase_6_near_dha_office-5310719-1448-1.html";"House";42000000;"DHA Defence";"Lahore";"Punjab";31.471571;74.445906;6;"1 Kanal";"For Sale";5;"02-03-2019";"Harum Real Estate & Builders";"Gohar Ali"
5322505;1448;"https://www.zameen.com/Property/dha_defence_dha_phase_6_mazhar_munir_design_brand_new_royal_palace-5322505-1448-1.html";"House";42800000;"DHA Defence";"Lahore";"Punjab";31.471571;74.445906;6;"1 Kanal";"For Sale";5;"06-29-2019";"Harum Real Estate & Builders";"Waqas Naeem"
5323034;1615;"https://www.zameen.com/Property/dha_phase_6_dha_phase_6_block_f_1_kanal_full_basement_with_home_theater_near_80_kanal_park-5323034-1615-1.html";"House";46000000;"DHA Defence";"Lahore";"Punjab";31.467105;74.459581;6;"1 Kanal";"For Sale";5;"03-05-2019";"Harum Real Estate & Builders";"Gohar Ali"
5340712;4457;"https://www.zameen.com/Property/lahore_al_faisal_town_2_marla_house_in_al_faisal_town_for_sale-5340712-4457-1.html";"House";4500000;"Al Faisal Town";"Lahore";"Punjab";31.550672;74.403963;3;"2 Marla";"For Sale";3;"06-18-2019";"Corporate Realtors";"Muhammad Shahzeb"
5378066;3520;"https://www.zameen.com/Property/allama_iqbal_town_allama_iqbal_town_karim_block_triple_story_7_beds_10_marla_house_ideal_location_for_sale-5378066-3520-1.html";"House";21000000;"Allama Iqbal Town";"Lahore";"Punjab";31.504068;74.277177;7;"10 Marla";"For Sale";7;"06-18-2019";"Al Bashir Impex";"Muhammad Tariq Bhatt"
5404521;8172;"https://www.zameen.com/Property/dha_defence_defence_raya_2_kanal_house_in_phase_2_defence_raya-5404521-8172-1.html";"House";67500000;"DHA Defence";"Lahore";"Punjab";31.469155;74.470553;8;"2 Kanal";"For Sale";7;"06-18-2019";"Vital Estate";"Shahbaz Mughal"
5415337;1604;"https://www.zameen.com/Property/dha_phase_5_dha_phase_5_block_g_1_kanal_brand_new_bungalow_phase_5-5415337-1604-1.html";"House";57500000;"DHA Defence";"Lahore";"Punjab";31.46835;74.401603;6;"1 Kanal";"For Sale";5;"06-18-2019";"Vital Estate";"Shahbaz Mughal"
5415958;1605;"https://www.zameen.com/Property/dha_phase_5_dha_phase_5_block_h_1_kanal_faisal_rasool_brand_new_bungalow_for_sale-5415958-1605-1.html";"House";59000000;"DHA Defence";"Lahore";"Punjab";31.458686;74.406624;6;"1 Kanal";"For Sale";5;"06-25-2019";"Vital Estate";"Shahbaz Mughal"
5463432;1517;"https://www.zameen.com/Property/lahore_t_t_aabpara_housing_society_10_marla_double_storey_house_for_sale-5463432-1517-1.html";"House";13500000;"T & T Aabpara Housing Society";"Lahore";"Punjab";31.413355;74.239926;5;"10 Marla";"For Sale";5;"05-04-2019";"M A Associates";"Muhammad Aqil"
5481174;1503;"https://www.zameen.com/Property/askari_askari_11_6_marla_2_bed_room_flat_for_sale_2nd_floor_in_army_officers_housing_complex_askari_xi_sector_a_lahore-5481174-1503-1.html";"Flat";7000000;"Askari";"Lahore";"Punjab";31.462781456825;74.433011412621;2;"6 Marla";"For Sale";2;"07-01-2019";"Lasani Vision Real Estate";"Tanveer Hussain"
5499394;893;"https://www.zameen.com/Property/lahore_gulshan_e_ravi_brand_new_house_for_sale-5499394-893-1.html";"House";9000000;"Gulshan-e-Ravi";"Lahore";"Punjab";31.551184;74.284058;4;"3 Marla";"For Sale";3;"07-17-2019";"Aiman Estate";"Khawar"
5518699;1447;"https://www.zameen.com/Property/dha_defence_dha_phase_5_1_kanal_full_basement_designer_house_in_dha_phase_5-5518699-1447-1.html";"House";45000000;"DHA Defence";"Lahore";"Punjab";31.462493;74.409342;8;"1 Kanal";"For Sale";6;"06-02-2019";"Findwell Real Estate & Developers";"Muhammad Rehan Ashraf Baig"
5553948;1796;"https://www.zameen.com/Property/bahria_town_bahria_town_sector_d_1_bed_semi_furnished_brand_new_luxurious_apartment_is_for_sale_in_sector_d_of_bahria_town_lahore-5553948-1796-1.html";"Flat";5100000;"Bahria Town";"Lahore";"Punjab";31.374414;74.177749;1;"2 Marla";"For Sale";1;"04-03-2019";"The Property Edge";"Usman Sheikh"
5614095;1782;"https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_safari_villas_8_marla_safari_villas_for_sale__sector_b_bahria_town_lahore-5614095-1782-1.html";"House";12500000;"Bahria Town";"Lahore";"Punjab";31.387824;74.193242;3;"8 Marla";"For Sale";3;"04-04-2019";"The Property Edge";"Yasir Sheikh"
5614355;3643;"https://www.zameen.com/Property/canal_garden_canal_garden_block_c_10_marla_single_house_for_sale_in_canal_garden_lahore-5614355-3643-1.html";"House";12500000;"Canal Garden";"Lahore";"Punjab";31.394711;74.177392;3;"10 Marla";"For Sale";2;"07-01-2019";"The Property Edge";"Yasir Sheikh"
5619391;8900;"https://www.zameen.com/Property/lahore_muslim_nagar_housing_scheme_1_15_kanal_house_for_sale-5619391-8900-1.html";"House";30000000;"Muslim Nagar Housing Scheme";"Lahore";"Punjab";31.351625;74.229898;5;"1.2 Kanal";"For Sale";5;"04-04-2019";"";""
5636675;93;"https://www.zameen.com/Property/lahore_johar_town_1_kanal_house_facing_canal_bank_road-5636675-93-1.html";"House";90000000;"Johar Town";"Lahore";"Punjab";31.462347;74.293642;0;"5 Kanal";"For Sale";0;"05-03-2019";"Almo Estate";"ALMO Estate"
5640209;3026;"https://www.zameen.com/Property/lahore_tricon_village_house_for_sale_in_tricon_village-5640209-3026-1.html";"House";15500000;"Tricon Village";"Lahore";"Punjab";31.409619;74.166126;5;"10 Marla";"For Sale";3;"04-04-2019";"Almo Estate";"ALMO Estate"
5645625;1784;"https://www.zameen.com/Property/bahria_town_bahria_town_sector_c_top_class_10_marla_brand_new_house_for_sale_in_bahria_town_lahore_in_sector_c-5645625-1784-1.html";"House";17600000;"Bahria Town";"Lahore";"Punjab";31.374195;74.191482;6;"10 Marla";"For Sale";5;"06-18-2019";"";""
5665336;427;"https://www.zameen.com/Property/lahore_cantt_1_kanal_house_in_main_cantt_for_sale-5665336-427-1.html";"House";65000000;"Cantt";"Lahore";"Punjab";31.5288;74.39312;5;"1 Kanal";"For Sale";4;"06-18-2019";"Corporate Realtors";"Abdul Basit"
5665658;69;"https://www.zameen.com/Property/lahore_cavalry_ground_2_kanal_house_is_available_for_sale_in_cavalry_ground-5665658-69-1.html";"House";80000000;"Cavalry Ground";"Lahore";"Punjab";31.500556;74.367728;6;"2 Kanal";"For Sale";5;"06-18-2019";"Corporate Realtors";"Abdul Basit"
5665897;4457;"https://www.zameen.com/Property/lahore_al_faisal_town_house_for_sale_in_al_faisal_town-5665897-4457-1.html";"House";13700000;"Al Faisal Town";"Lahore";"Punjab";31.550672;74.403963;6;"13 Marla";"For Sale";5;"06-18-2019";"Corporate Realtors";"M Shahzaib"
5687571;3102;"https://www.zameen.com/Property/gulberg_paf_falcon_complex_500_sq_yds_bungalow_paf_falcon_complex_kalma_chowk_lahore-5687571-3102-1.html";"House";52500000;"Gulberg";"Lahore";"Punjab";31.495909;74.350569;5;"1 Kanal";"For Sale";5;"06-25-2019";"Vigilant Property Solutions";"Group Captain Rana Farooq (R), Kashif Khan"
5727921;4140;"https://www.zameen.com/Property/pcsir_housing_scheme_pcsir_housing_scheme_phase_2_5_bedroom_own_made_house_at_prime_location-5727921-4140-1.html";"House";34000000;"PCSIR Housing Scheme";"Lahore";"Punjab";31.452023;74.26255;5;"1 Kanal";"For Sale";5;"05-03-2019";"T Y C O O N   R E A L T O R S";"Adil Shams Ali"
5728159;1552;"https://www.zameen.com/Property/model_town_model_town_block_f_exclusive_bungalow_for_sale-5728159-1552-1.html";"House";75000000;"Model Town";"Lahore";"Punjab";31.478379;74.319921;0;"1.5 Kanal";"For Sale";0;"05-03-2019";"Punjaab Estates";"Irfan Rehman Khan"
5728211;410;"https://www.zameen.com/Property/lahore_eme_society_beautiful_lifestyle_new_bungalow_for_sale-5728211-410-1.html";"House";37500000;"EME Society";"Lahore";"Punjab";31.438916;74.211559;0;"10 Marla";"For Sale";0;"12-05-2018";"Punjaab Estates";"Irfan Rehman Khan"
5740522;1444;"https://www.zameen.com/Property/dha_defence_dha_phase_2_croner_2_kanal_brand_new_furnished_victorian_palace_at_reasonable_price-5740522-1444-1.html";"House";102500000;"DHA Defence";"Lahore";"Punjab";31.478745;74.407969;8;"2 Kanal";"For Sale";7;"02-03-2019";"Harum Real Estate & Builders";"M Israr"
5777997;8248;"https://www.zameen.com/Property/pak_arab_housing_society_phase_2_pak_arab_society_phase_2_block_e_house_for_sale-5777997-8248-1.html";"House";11500000;"Pak Arab Housing Society";"Lahore";"Punjab";31.426924;74.342333;4;"5 Marla";"For Sale";3;"05-03-2019";"Chughtai Associates";"Mehboob Chughtai"
5806903;1448;"https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_brand_new_italian_bungalow_near_dha_office-5806903-1448-1.html";"House";42500000;"DHA Defence";"Lahore";"Punjab";31.471571;74.445906;6;"1 Kanal";"For Sale";5;"06-02-2019";"Harum Real Estate & Builders";"Rashid Ch"
5822422;3806;"https://www.zameen.com/Property/green_fort_green_forts_2_4_kanal_house_for_sale-5822422-3806-1.html";"House";200000000;"Green Fort";"Lahore";"Punjab";31.435401;74.195094;10;"4 Kanal";"For Sale";10;"04-04-2019";"Almo Estate";"ALMO Estate"
5829987;423;"https://www.zameen.com/Property/lahore_wapda_town_5_marla_house_for_sale-5829987-423-1.html";"House";11000000;"Wapda Town";"Lahore";"Punjab";31.434522;74.266148;0;"5 Marla";"For Sale";0;"02-03-2019";"Gateway Properties";"Muhammad Faraz"
5842740;1006;"https://www.zameen.com/Property/lahore_pak_arab_housing_society_house_for_sale-5842740-1006-1.html";"House";10000000;"Pak Arab Housing Society";"Lahore";"Punjab";31.432105;74.349117;2;"5 Marla";"For Sale";2;"05-03-2019";"Chughtai Associates";"Mehboob Chughtai"
5842741;4110;"https://www.zameen.com/Property/pak_arab_housing_society_phase_1_pak_arab_society_phase_1_block_c_house_for_sale-5842741-4110-1.html";"House";11500000;"Pak Arab Housing Society";"Lahore";"Punjab";31.433607;74.344912;4;"5 Marla";"For Sale";3;"05-03-2019";"Chughtai Associates";"Mehboob Chughtai"
